8.61308	10.1893	29.264	1
8.89775	10.6506	28.3164	1
8.56309	9.3832	29.6782	1
9.1413	11.2886	29.2074	1
9.13862	11.2855	29.2043	1
9.06321	10.433	30.2297	1
8.43428	12.6036	29.3233	1
10.4858	4.81158	24.9464	1
12.6116	8.86494	28.4055	1
9.93894	4.49423	25.1091	1
8.04641	12.6061	29.1385	1
9.20266	12.3762	28.6631	1
12.7075	11.8662	27.4925	1
9.93091	11.1087	28.2335	1
8.66638	11.5271	30.0181	1
10.3037	6.20409	24.6263	1
8.71667	12.324	29.1549	1
9.09352	11.494	29.009	1
8.29559	11.2585	29.9225	1
12.6038	9.40782	28.2566	1
8.98684	9.41668	29.9902	1
7.91296	9.50707	30.391	1
8.42612	9.57455	30.3322	1
8.1149	9.50444	30.4128	1
7.68804	12.7499	29.2589	1
9.24485	12.3156	28.6997	1
8.62103	12.5949	29.3073	1
8.76539	12.3784	29.125	1
9.1133	12.1218	28.8729	1
9.19851	12.1047	28.8411	1
9.20701	12.113	28.8528	1
12.3974	11.2775	27.5329	1
9.69571	11.4049	28.0934	1
7.14652	11.3222	29.293	1
7.20145	10.4349	29.7814	1
8.36634	10.8668	30.1823	1
10.7654	4.50886	24.9559	1
12.8808	8.72042	28.4394	1
8.76502	9.36889	29.9833	1
2.86716	4.89342	27.4544	1
8.8755	12.6015	29.181	1
8.89096	12.6157	29.2001	1
7.67598	12.5078	29.2951	1
8.55164	12.354	29.1116	1
9.52141	11.3488	28.0354	1
7.19627	11.88	29.2911	1
10.3954	8.58987	23.9888	1
7.18958	11.4116	29.3092	1
7.17369	11.4837	29.475	1
6.96601	11.2635	29.2959	1
6.85959	10.9464	29.2524	1
8.49031	11.5543	30.0261	1
8.72738	11.1712	29.895	1
8.71216	10.2655	30.0686	1
7.8977	10.0602	30.2495	1
10.6721	4.73482	24.916	1
10.2176	4.63494	24.981	1
2.49452	4.24406	27.37	1
7.36928	12.7257	29.2741	1
7.36928	12.7257	29.2741	1
12.5744	11.905	27.3814	1
9.1921	12.4189	28.8024	1
9.18492	12.364	28.7614	1
7.51636	12.5086	29.3412	1
7.40103	12.5303	29.4181	1
7.40103	12.5303	29.4181	1
10.3489	9.21697	23.6377	1
8.33992	12.3407	29.1124	1
8.7599	12.3693	29.1875	1
9.18839	11.9418	28.6866	1
7.63672	12.2093	29.3848	1
12.7307	11.2963	27.4429	1
9.80973	11.4134	28.156	1
7.19924	11.3614	29.4113	1
12.3162	10.3081	27.4973	1
8.70424	11.6137	30.2136	1
8.70424	11.6137	30.2136	1
9.15405	10.5562	29.1174	1
8.75518	11.172	29.955	1
8.79677	11.014	29.8256	1
12.9559	10.2027	28.1561	1
8.24122	10.9002	30.1661	1
8.33679	10.9327	30.2816	1
8.94818	10.1716	29.7741	1
8.2579	10.0941	30.2228	1
8.10806	9.55712	30.4219	1
2.77259	4.56938	27.428	1
8.23619	9.5578	30.4317	1
2.33997	4.10455	27.3855	1
9.32868	12.2916	28.2652	1
9.31312	12.2774	28.2469	1
10.0188	9.67008	23.5124	1
8.70457	12.6826	29.1516	1
8.828	12.7267	29.2447	1
7.63177	12.5177	29.3255	1
7.56727	12.5036	29.3544	1
8.55767	12.4055	29.1047	1
9.18903	11.7001	28.4776	1
12.6	11.3341	27.4773	1
9.26707	11.642	28.4121	1
10.6841	8.76486	23.7984	1
10.517	10.9978	27.7064	1
10.6921	10.983	27.7042	1
8.2402	12.0515	29.7053	1
10.2222	8.19607	24.0762	1
9.1718	11.4414	29.0438	1
9.25748	11.1961	28.8017	1
12.152	10.5518	27.5336	1
8.59503	11.8209	29.9474	1
10.5219	7.60735	24.2353	1
9.24401	10.4134	28.4807	1
9.38421	10.5091	28.5723	1
10.4682	6.18152	24.518	1
10.5955	6.24162	24.6249	1
10.4648	6.07563	24.6928	1
8.46683	10.795	30.3476	1
8.42001	10.7459	30.3075	1
10.9841	5.47164	24.3608	1
10.1767	5.57366	24.6797	1
8.74713	10.4778	30.0933	1
7.44519	10.1562	30.1035	1
10.7478	5.343	24.6991	1
8.69357	9.36176	29.3618	1
2.53286	5.31232	27.0921	1
9.63019	8.82422	29.0011	1
10.9532	4.61767	25.004	1
8.06616	9.74663	30.3467	1
2.50263	4.82763	27.2529	1
7.99056	9.78685	30.4404	1
8.0333	9.73464	30.4575	1
12.34	8.67147	28.5576	1
12.9057	8.59649	28.4062	1
12.9509	8.5464	28.3927	1
8.31529	9.53303	30.4157	1
10.5851	4.17209	25.2512	1
8.25963	12.8272	29.1743	1
12.6546	11.9829	27.3531	1
10.0821	9.67935	23.4804	1
10.1387	9.67105	23.4845	1
10.1387	9.67105	23.4845	1
10.091	9.63432	23.5182	1
8.77388	12.6575	29.1845	1
8.77346	12.6449	29.2345	1
12.6168	11.8288	27.4913	1
8.86046	12.6119	29.2306	1
8.5763	12.6754	29.3981	1
